fold,n,brier_m1_dc,brier_m2_elo,logloss_m1_dc
1819,380,0.600814736410018,0.6147728271875076,1.005674734193417
1920,380,0.6221828649608124,0.6107520253247583,1.0360241820753164
2021,380,0.5762501995555108,0.5943394813407543,0.9701681411883379
2122,380,0.6118623737257751,0.6306647450200217,1.0222443362471032
2223,380,0.6132694044155167,0.6202973211720543,1.0237830668679013
2324,380,0.6022169074506161,0.6349859975851827,1.002961304368841
