model,method,policy,threshold,signal_count,unique_matches,roi,roi_ci_lo,roi_ci_hi,avg_odds,avg_edge,closing_price_edge,odds_clv,model_vs_close,max_drawdown,p_mean_signal,y_mean_realized,calibration_gap,share_home,share_draw,share_away
M1_DC,platt,all,0.03,1479,1095,-0.014868154158214996,-0.12254653848453628,0.08441142538323242,5.576896551724138,0.4951539820859239,-0.01763732278878866,-0.004365986518060368,0.5314012794413261,66.83000000000001,0.3051159703172477,0.22515212981744423,0.07996384049980346,0.30628803245436104,0.2589587559161596,0.4347532116294794
M1_DC,platt,all,0.04,1436,1070,-0.026580779944289683,-0.12696571536571535,0.08832144720541434,5.6419498607242335,0.5089217529774942,-0.017932515374731995,-0.004928645027420554,0.5459075423497388,75.14999999999998,0.30411544039399163,0.21866295264623956,0.08545248774775208,0.30571030640668523,0.2562674094707521,0.43802228412256267
M1_DC,platt,all,0.05,1377,1033,-0.02385620915032679,-0.13209824439247037,0.08833957462133019,5.72955700798838,0.5288129946454087,-0.018049075184524706,-0.005442445374977109,0.5665013206557474,81.70000000000002,0.3035534393356298,0.2178649237472767,0.08568851558835308,0.3093681917211329,0.25054466230936817,0.4400871459694989
M1_DC,platt,all,0.06,1336,1008,-0.01827844311377244,-0.12699840013105915,0.09274823870993676,5.8019760479041915,0.5433538768209775,-0.01807443145571469,-0.005755762189908398,0.5815190506361044,79.10000000000001,0.3019034943962606,0.2155688622754491,0.08633463212081147,0.30389221556886226,0.24775449101796407,0.44835329341317365
M1_DC,platt,all,0.07,1291,978,-0.01618900077459335,-0.1247505117387716,0.09907425597785766,5.876630518977536,0.5600266047450926,-0.017611960135179877,-0.005521894689332963,0.5982212816025467,77.32,0.30121026424287883,0.21378776142525174,0.08742250281762709,0.3067389620449264,0.24322230828814873,0.4500387296669249
M1_DC,platt,all,0.08,1244,946,-0.017853697749196148,-0.13552147022360844,0.09678477224454722,5.967443729903537,0.5783388128991199,-0.01718355056184392,-0.005419061760070314,0.6165864383006218,76.94999999999999,0.2999696968805398,0.2090032154340836,0.09096648144645622,0.3062700964630225,0.24035369774919615,0.4533762057877814
M1_DC,platt,all,0.1,1174,901,-0.02036626916524702,-0.14330067268732524,0.09875699806202408,6.094063032367973,0.6074283048246029,-0.017187189770557682,-0.005948965333585985,0.646463054731037,72.26,0.29929762310503427,0.20357751277683134,0.09572011032820293,0.3083475298126065,0.2342419080068143,0.45741056218057924
M1_DC,platt,one_per,0.02,1122,1122,-0.027379679144385032,-0.1492742869875223,0.10277339572192512,5.397442067736185,0.5454458230769473,-0.01652209571478349,-0.0048623021567428286,0.5817475882916164,78.96,0.3334122227645226,0.23885918003565063,0.09455304272887197,0.41354723707664887,0.008912655971479501,0.5775401069518716
M1_DC,platt,one_per,0.03,1095,1095,-0.01431963470319633,-0.1400189497716895,0.11865251141552507,5.454511415525115,0.5582735248239097,-0.01597452089794592,-0.004422458196238874,0.5943205713207897,66.39999999999999,0.3325428010078066,0.2410958904109589,0.09144691059684767,0.41187214611872147,0.00821917808219178,0.5799086757990868
M1_DC,platt,one_per,0.04,1070,1070,-0.026457943925233637,-0.14825514018691588,0.11146331775700932,5.516654205607477,0.5704972491823145,-0.015883242129269788,-0.004593694246204901,0.6068149766295977,77.47000000000003,0.33093496196370153,0.2336448598130841,0.09729010215061742,0.40841121495327104,0.007476635514018692,0.5841121495327103
M1_DC,platt,one_per,0.05,1033,1033,-0.009622458857696022,-0.147061229428848,0.12076427879961277,5.602449177153921,0.5893381842919476,-0.01596934621734981,-0.005000042199321406,0.6262595426210412,70.91999999999999,0.3297847266073299,0.2362052274927396,0.09357949911459029,0.41045498547918685,0.005808325266214908,0.5837366892545982
M1_DC,platt,one_per,0.06,1008,1008,-0.006071428571428569,-0.1368268849206349,0.13097569444444437,5.676359126984128,0.6025944214719979,-0.01600062287925823,-0.0053182424077562705,0.6399395995129684,67.67999999999998,0.3272200417219197,0.23313492063492064,0.09408512108699907,0.4017857142857143,0.005952380952380952,0.5922619047619048
M1_DC,platt,one_per,0.07,978,978,-0.008609406952965236,-0.14285455010224948,0.12946881390593046,5.751073619631902,0.6190869219435969,-0.015228201561337928,-0.00460461531103784,0.6560737412225639,68.55999999999999,0.3260962341886948,0.23006134969325154,0.09603488449544328,0.40388548057259716,0.00408997955010225,0.5920245398773006
M1_DC,platt,one_per,0.08,946,946,-0.011744186046511612,-0.15884672304439745,0.12534328752642698,5.844714587737843,0.6374910924215936,-0.014792169812155679,-0.00449758699961785,0.6744741657637096,70.73,0.3243165518341184,0.22410147991543342,0.10021507191868498,0.40169133192389006,0.004228329809725159,0.5940803382663847
M1_DC,platt,one_per,0.1,901,901,-0.01698113207547169,-0.15851581576026635,0.12218784683684795,5.969556048834628,0.664798701528847,-0.014748187664256708,-0.00483867915439631,0.7024566875158502,68.13999999999999,0.32275472506945585,0.21753607103218647,0.10521865403726938,0.4017758046614872,0.004439511653718091,0.5937846836847946
M1_DC,isotonic,all,0.02,1557,1147,-0.03513808606294155,-0.12516711368342778,0.05198803949549453,4.768644829800899,0.3714627849191178,-0.019815876613760587,-0.0032722940892561427,0.40724002070437787,76.39999999999998,0.34083473025105787,0.26204238921001927,0.0787923410410386,0.2813102119460501,0.30828516377649323,0.41040462427745666
M1_DC,isotonic,all,0.03,1477,1116,-0.018354773188896403,-0.11135534267533165,0.07142210832624805,4.835220040622885,0.39020204958712484,-0.019786583687826747,-0.0037234751543230348,0.4266431190631455,69.26999999999998,0.3408125248483868,0.26337169939065674,0.07744082545773007,0.28368314150304674,0.2958700067704807,0.42044685172647256
M1_DC,isotonic,all,0.04,1421,1087,-0.023216045038705134,-0.12084812545267411,0.07468811286723533,4.882498240675581,0.40419582321006736,-0.019986155694959633,-0.004272641464263601,0.4413137913663937,73.69,0.34115386925883096,0.258972554539057,0.08218131471977397,0.282899366643209,0.2892329345531316,0.4278676988036594
M1_DC,isotonic,all,0.05,1347,1051,-0.012271714922049001,-0.11329200759789598,0.09711130971021925,4.964625092798812,0.42396387010923603,-0.02004741869929743,-0.004681119883176277,0.46186433762361007,67.94,0.34050881666575544,0.25760950259836674,0.08289931406738871,0.2828507795100223,0.2798812175204157,0.437268002969562
M1_DC,isotonic,all,0.06,1277,1007,-0.022200469851213784,-0.12662380403651935,0.09056177193368542,5.062881754111198,0.44419774871113993,-0.019282957812178557,-0.004402361573984203,0.4818673289932733,75.53,0.33800746189252057,0.2490211433046202,0.08898631858790038,0.2803445575567737,0.2748629600626468,0.4447924823805795
