subset,n,brier_dc,brier_elo,logloss_dc,logloss_elo
promoted_match_any_side,264,0.6224754807193107,0.6099024304273505,1.0321589062497254,1.0510348444330795
seasoned_only,960,0.6048003310397287,0.6213585955090366,1.0121933386714972,1.0581460959801634
all,1224,0.608612618225521,0.6188876579423984,1.016499637560919,1.0566122966268707
promoted_home_only,128,0.6104219510733745,0.5907756437129994,1.015926987633922,1.0045757263972284
promoted_away_only,128,0.6340103641866914,0.6390148101011857,1.047366779067952,1.11560670248276
