season,date,home_team,away_team,y,dc_p_away,dc_p_draw,dc_p_home,elo_p_away,elo_p_draw,elo_p_home,ps_close_home,ps_close_draw,ps_close_away
2425,2024-08-31,Bochum,M'gladbach,0,0.43117839945737385,0.2536126418077652,0.31520895873486093,0.3457547976516865,0.22273238706326925,0.43151281528504426,2.88,3.85,2.38
2425,2024-08-31,Ein Frankfurt,Hoffenheim,2,0.2660210147050251,0.24262989906924945,0.4913490862257255,0.2734168178281115,0.13890552898403746,0.587677653187851,1.65,4.6,4.84
2425,2024-08-31,Stuttgart,Mainz,1,0.2057736610560671,0.26008680302649245,0.5341395359174405,0.19118979107014222,0.08494802308869084,0.7238621858411669,1.67,4.21,4.97
2425,2024-08-31,Werder Bremen,Dortmund,1,0.5282132455844346,0.2394526376172401,0.23233411679832533,0.5554554211960873,0.15385203450112026,0.29069254430279257,3.88,3.94,1.93
2425,2024-08-31,Kiel,Wolfsburg,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2943719843800697,0.1572956483676637,0.5483323672522666,3.06,3.68,2.33
2425,2024-09-01,Bayern Munich,Freiburg,2,0.08842320975661132,0.15168875392571282,0.7598880363176759,0.13816843094459189,0.058526434543620005,0.8033051345117881,1.19,8.1,13.69
2425,2024-09-01,Heidenheim,Augsburg,2,0.218029686631809,0.2600200884277536,0.5219502249404375,0.23249738005097487,0.10935653163360493,0.6581460883154202,2.42,3.49,3.05
2425,2024-09-13,Dortmund,Heidenheim,2,0.13698573162121064,0.1937183226135211,0.6692959457652682,0.16268695268668104,0.07020460316449827,0.7671084441488206,1.34,5.7,8.67
2425,2024-09-14,M'gladbach,Stuttgart,0,0.3543133904578833,0.25663126372699635,0.3890553458151204,0.4577283848356596,0.20636458783774125,0.33590702732659916,2.7,3.86,2.51
2425,2024-09-14,Wolfsburg,Ein Frankfurt,0,0.30671201952735905,0.2824370667908506,0.41085091368179044,0.3551628484851256,0.24204062620623717,0.4027965253086373,2.82,3.44,2.61
2425,2024-09-14,Kiel,Bayern Munich,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6624554284116674,0.10767149275060849,0.2298730788377242,13.19,7.77,1.2
2425,2024-09-14,RB Leipzig,Union Berlin,1,0.12044488619443079,0.225668469589382,0.6538866442161873,0.11459906387798624,0.05,0.8354009361220137,1.49,4.8,6.62
2425,2024-09-14,Freiburg,Bochum,2,0.17099324266138025,0.2352227950675509,0.5937839622710688,0.19452521633291903,0.08677114017064792,0.7187036434964331,1.58,4.41,5.8
2425,2024-09-14,Hoffenheim,Leverkusen,0,0.5100087387683411,0.23890923638754594,0.25108202484411296,0.6536133573627363,0.11114286224368634,0.23524378039357746,6.84,5.37,1.43
2425,2024-09-15,Augsburg,St Pauli,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.31791254521218304,0.18225008731764608,0.49983736747017093,2.08,3.33,4.02
2425,2024-09-15,Mainz,Werder Bremen,0,0.26422837537454436,0.2840416052523592,0.4517300193730964,0.27741385088496606,0.14220174225680432,0.5803844068582297,2.2,3.62,3.37
2425,2024-09-20,Augsburg,Mainz,0,0.3220031610927864,0.29437139167394416,0.3836254472332693,0.3487653176038407,0.22842102467305928,0.42281365772310003,2.41,3.53,3.03
2425,2024-09-21,Werder Bremen,Bayern Munich,0,0.634642608832775,0.2023373534224631,0.16302003774476187,0.5950205135377014,0.13563564237304432,0.2693438440892543,9.26,6.08,1.32
2425,2024-09-21,Bochum,Kiel,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33955405087656537,0.21208395369885497,0.4483619954245796,1.82,3.94,4.4
2425,2024-09-21,Ein Frankfurt,M'gladbach,2,0.25547390432842293,0.2457565903616175,0.49876950530995956,0.22022174479296874,0.10164802928360284,0.6781302259234284,1.77,4.29,4.3
2425,2024-09-21,Heidenheim,Freiburg,0,0.2803291688552706,0.2774548401809404,0.442215990963789,0.30018071873655755,0.16295155562330674,0.5368677256401357,3.37,3.48,2.25
2425,2024-09-21,Union Berlin,Hoffenheim,2,0.31085148393731027,0.2767350722640433,0.4124134437986465,0.3111619503286455,0.17449329044453646,0.5143447592268181,1.87,3.84,4.28
2425,2024-09-22,St Pauli,RB Leipzig,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6513766531181981,0.11202967814742862,0.23659366873437332,5.25,4.22,1.66
2425,2024-09-22,Leverkusen,Wolfsburg,2,0.12578221634939013,0.21198475951518542,0.6622330241354245,0.07628493909192943,0.05,0.8737150609080705,1.27,6.45,10.37
2425,2024-09-22,Stuttgart,Dortmund,2,0.41284693361176655,0.25208959861120933,0.3350634677770241,0.33902744927154527,0.2112357580994864,0.4497367926289684,2.32,3.81,2.99
2425,2024-09-27,Dortmund,Bochum,2,0.06601054915858172,0.1274755350763754,0.8065139157650429,0.08559559049699915,0.05,0.8644044095030008,1.2,7.66,13.43
2425,2024-09-28,RB Leipzig,Augsburg,2,0.09145008598842125,0.17924925931525643,0.7293006546963224,0.09569678901775973,0.05,0.8543032109822403,1.51,4.84,6.15
2425,2024-09-28,Wolfsburg,Stuttgart,1,0.34003703256671447,0.2826946725215587,0.37726829491172686,0.5366940392938013,0.16303834362140232,0.3002676170847963,3.66,3.82,2.03
2425,2024-09-28,Mainz,Heidenheim,0,0.2988880376238087,0.28855972346733355,0.4125522389088577,0.2873053954136997,0.15076959279573682,0.5619250117905634,1.86,3.67,4.56
2425,2024-09-28,Bayern Munich,Leverkusen,1,0.23379703765622328,0.22744670518159374,0.5387562571621831,0.330813719167275,0.19891955001315423,0.4702667308195708,1.67,4.53,4.75
2425,2024-09-28,Freiburg,St Pauli,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21461751753512695,0.09826751172641054,0.6871149707384625,1.6,4.2,5.98
2425,2024-09-28,M'gladbach,Union Berlin,2,0.2610560526064344,0.274441013997362,0.46450293339620374,0.32118825333149553,0.1862306013194784,0.49258114534902603,2.19,3.47,3.53
2425,2024-09-29,Hoffenheim,Werder Bremen,0,0.24040570866799466,0.2399741180255431,0.5196201733064624,0.3039724897300298,0.1668023443792374,0.5292251658907328,2.29,3.78,3.07
2425,2024-09-29,Kiel,Ein Frankfurt,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4272624840054628,0.22549503456674305,0.3472424814277941,3.77,3.88,2.0
2425,2024-10-04,Augsburg,M'gladbach,2,0.35781470400063164,0.26462042988880496,0.37756486611056334,0.33745597557131735,0.2087504503985449,0.45379357403013776,2.45,3.7,2.86
2425,2024-10-05,Werder Bremen,Freiburg,0,0.3159914551176142,0.28333000165441924,0.40067854322796653,0.3110817671613869,0.1744044549985494,0.5145137778400637,2.75,3.46,2.67
2425,2024-10-05,Union Berlin,Dortmund,2,0.48844701020885095,0.26656795818330364,0.24498503160784538,0.5452966916529691,0.15877945678323313,0.2959238515637977,3.77,3.6,2.06
2425,2024-10-05,Bochum,Wolfsburg,0,0.4161270542137756,0.2796172260992343,0.3042557196869901,0.35983843925822256,0.25386071466349847,0.38630084607827897,3.13,3.71,2.28
2425,2024-10-05,Leverkusen,Kiel,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.05962867335845264,0.05,0.8903713266415473,1.09,11.97,31.01
2425,2024-10-05,St Pauli,Mainz,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3230900247882978,0.18861404837405626,0.48829592683764594,2.17,3.38,3.68
2425,2024-10-06,Ein Frankfurt,Bayern Munich,1,0.5573321835725596,0.2230973175126272,0.21957049891481323,0.47577294669924675,0.19572345689713935,0.32850359640361393,5.64,4.79,1.55
2425,2024-10-06,Heidenheim,RB Leipzig,0,0.4877505770250179,0.2652556427748,0.24699378020018206,0.5225626489485546,0.1702136787934438,0.30722367225800157,5.18,4.04,1.69
2425,2024-10-06,Stuttgart,Hoffenheim,1,0.2346867197043385,0.23247110293012785,0.5328421773655337,0.1490223721045349,0.06359625810195109,0.7873813697935141,1.32,6.3,8.55
2425,2024-10-18,Dortmund,St Pauli,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.12421848030996695,0.052216503406978455,0.8235650162830546,1.3,5.85,10.67
2425,2024-10-19,Hoffenheim,Bochum,2,0.16115038008631935,0.20184166341911844,0.6370079564945622,0.2032514965892002,0.09165133308964708,0.7050971703211527,1.52,4.94,5.89
2425,2024-10-19,Bayern Munich,Stuttgart,2,0.12182171730182222,0.17163901024303752,0.7065392724551403,0.22214711776694268,0.10282871956281468,0.6750241626702426,1.3,6.28,9.55
2425,2024-10-19,Freiburg,Augsburg,2,0.21749074635670476,0.2647137605033497,0.5177954931399457,0.21897188519421787,0.1008869464106348,0.6801411683951474,1.69,4.01,5.3
2425,2024-10-19,Leverkusen,Ein Frankfurt,2,0.14160110170587498,0.21277905148587659,0.6456198468082484,0.14439705615440954,0.06141749874944899,0.7941854450961414,1.47,4.95,6.59
2425,2024-10-19,M'gladbach,Heidenheim,2,0.2859722949690805,0.25460204770308886,0.4594256573278307,0.3371915432200438,0.2083387728415121,0.45446968393844417,1.91,3.79,4.11
2425,2024-10-19,Mainz,RB Leipzig,0,0.501227747298501,0.2724707661918515,0.22630148650964757,0.5381534505727973,0.1623101389093833,0.2995364105178195,4.09,3.96,1.88
2425,2024-10-20,Kiel,Union Berlin,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3457025485279096,0.22263698292440656,0.4316604685476838,3.83,3.51,2.07
2425,2024-10-20,Wolfsburg,Werder Bremen,0,0.24358037875062533,0.2745098555805658,0.481909765668809,0.306764972950231,0.1697259471632269,0.5235090798865422,2.02,3.79,3.67
2425,2024-10-25,Mainz,M'gladbach,1,0.3041182134034805,0.27004508499483804,0.4258367016016814,0.2723254539442322,0.13802078425999048,0.5896537617957773,2.32,3.76,3.02
2425,2024-10-26,Werder Bremen,Leverkusen,1,0.5411345155359214,0.25096720020398267,0.20789828426009602,0.6548915727019632,0.1106376621283235,0.23447076516971332,6.48,5.2,1.46
2425,2024-10-26,Stuttgart,Kiel,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1228210040589987,0.05159608820825239,0.8255829077327489,1.2,7.69,13.72
2425,2024-10-26,St Pauli,Wolfsburg,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3178937856721284,0.18222772416692906,0.4998784901609426,2.61,3.45,2.82
2425,2024-10-26,Augsburg,Dortmund,2,0.5650683708575284,0.23160066821372305,0.20333096092874867,0.6182743892674376,0.12558795110316082,0.25613765962940155,4.15,4.15,1.83
2425,2024-10-26,RB Leipzig,Freiburg,2,0.12963156025235512,0.21387787390685728,0.6564905658407877,0.14630372743312153,0.06231225998707967,0.7913840125797988,1.83,3.93,4.39
2425,2024-10-27,Union Berlin,Ein Frankfurt,1,0.3230191786041823,0.2999039377224268,0.3770768836733909,0.35342517695386527,0.2380978717941014,0.40847695125203337,2.55,3.22,3.08
2425,2024-10-27,Heidenheim,Hoffenheim,1,0.29636954359209816,0.25069063293000415,0.4529398234778977,0.28872565674817596,0.15205222240819422,0.5592221208436299,2.88,3.38,2.6
2425,2024-10-27,Bochum,Bayern Munich,0,0.745198864412746,0.15463145734708356,0.10016967824017053,0.7985297345408957,0.06003620486115481,0.14143406059794947,17.88,9.51,1.13
2425,2024-11-01,Leverkusen,Stuttgart,1,0.1636825912240965,0.22418701041713868,0.6121303983587648,0.1893930347447688,0.0839751709699064,0.7266317942853249,1.63,4.55,5.05
2425,2024-11-02,Kiel,Heidenheim,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3589148958043562,0.25136113550573164,0.3897239686899121,2.5,3.39,3.0
2425,2024-11-02,Wolfsburg,Augsburg,1,0.21589115280001628,0.26814040202169054,0.5159684451782932,0.27702945896991416,0.14188083275986202,0.5810897082702239,2.1,3.59,3.67
2425,2024-11-02,Hoffenheim,St Pauli,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2589908262988364,0.127691899587964,0.6133172741131996,1.89,3.86,4.12
2425,2024-11-02,Dortmund,RB Leipzig,2,0.30585143801964,0.25377849503018485,0.4403700669501751,0.35102193749662514,0.232959699695491,0.41601836280788385,2.19,3.84,3.21
2425,2024-11-02,Ein Frankfurt,Bochum,2,0.14920297224289975,0.21547345332537352,0.6353235744317267,0.12085606863970776,0.05072714135985253,0.8284167900004397,1.46,4.95,6.59
2425,2024-11-02,Bayern Munich,Union Berlin,2,0.08283057153674522,0.16147186767746916,0.7556975607857856,0.10917267206609088,0.05,0.840827327933909,1.15,8.88,19.22
2425,2024-11-03,Freiburg,Mainz,1,0.2567107484771504,0.2860164529396477,0.4572727985832019,0.2767758438067456,0.14166956674031228,0.5815545894529421,1.77,3.78,4.98
2425,2024-11-03,M'gladbach,Werder Bremen,2,0.24930912087508583,0.24799679953774273,0.5026940795871714,0.33111628434800433,0.19934602052511458,0.46953769512688115,2.34,3.73,3.01
2425,2024-11-08,Union Berlin,Freiburg,1,0.29261074650535346,0.30462563661197056,0.4027636168826759,0.31772146358070613,0.18202252300767216,0.5002560134116218,2.48,3.25,3.16
2425,2024-11-09,RB Leipzig,M'gladbach,1,0.12504016619348252,0.18872273534873865,0.6862370984577789,0.12061443320903803,0.05062055416982663,0.8287650126211354,1.66,4.4,4.94
2425,2024-11-09,Bochum,Leverkusen,1,0.6522543082508566,0.20869211678596666,0.13905357496317675,0.8251406908928723,0.051731931065857086,0.12312737804127058,11.26,6.81,1.25
2425,2024-11-09,Mainz,Dortmund,2,0.500146991013225,0.25477398871580803,0.245079020270967,0.47978971337365156,0.19341928235142292,0.3267910042749255,3.75,3.8,2.01
2425,2024-11-09,Werder Bremen,Kiel,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2359284361341535,0.1115919143551136,0.6524796495107329,1.61,4.35,5.53
2425,2024-11-09,St Pauli,Bayern Munich,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6930710480176602,0.09605440638001704,0.21087454560232283,16.12,7.69,1.19
2425,2024-11-10,Augsburg,Hoffenheim,1,0.3715434997228422,0.2593896974286458,0.369066802848512,0.32289432168774895,0.1883661977580967,0.48873948055415434,2.18,3.41,3.63
2425,2024-11-10,Heidenheim,Wolfsburg,0,0.2809476731540699,0.28150281252927256,0.43754951431665756,0.2790098521514361,0.14354335037153962,0.5774467974770243,2.95,3.29,2.6
2425,2024-11-10,Stuttgart,Ein Frankfurt,0,0.2520281662475723,0.2591163223104902,0.4888555114419375,0.24673906527840425,0.1188917808484573,0.6343691538731384,1.78,3.95,4.54
2425,2024-11-22,Bayern Munich,Augsburg,2,0.05756535771937498,0.11728585728966777,0.8251487849909572,0.07224387762193137,0.05,0.8777561223780685,1.11,11.5,23.0
2425,2024-11-23,Ein Frankfurt,Werder Bremen,2,0.2205314201819527,0.2558163901081451,0.5236521897099022,0.21574170793288097,0.09893908713650418,0.6853192049306149,1.79,4.13,4.37
2425,2024-11-23,Stuttgart,Bochum,2,0.12775150402223096,0.1989141463916747,0.6733343495860944,0.09250982358683796,0.05,0.8574901764131619,1.34,6.01,8.33
2425,2024-11-23,Dortmund,Freiburg,2,0.13799859635609404,0.19865366281926602,0.66334774082464,0.19632584011182047,0.08776482927587405,0.7159093306123056,1.82,3.87,4.52
2425,2024-11-23,Wolfsburg,Union Berlin,2,0.2533938243480055,0.30160941675207803,0.44499675889991647,0.3171379923332563,0.1813306922543325,0.5015313154124111,2.18,3.31,3.74
2425,2024-11-23,Hoffenheim,RB Leipzig,2,0.4974713257458307,0.2435322809880975,0.2589963932660719,0.6063019486960054,0.13070405995280143,0.2629939913511932,3.21,3.75,2.22
2425,2024-11-23,Leverkusen,Heidenheim,2,0.12318407062578882,0.20195887739388893,0.6748570519803223,0.08608877400817293,0.05,0.863911225991827,1.21,7.42,13.66
2425,2024-11-24,Kiel,Mainz,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3743476649755223,0.2627900402774115,0.36286229474706627,3.35,3.39,2.3
2425,2024-11-24,M'gladbach,St Pauli,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2678057179463503,0.13442300193032897,0.5977712801233208,1.92,3.75,4.14
2425,2024-11-29,St Pauli,Kiel,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2608719607549419,0.1290983979074301,0.610029641337628,1.67,3.84,5.61
2425,2024-11-30,Werder Bremen,Stuttgart,1,0.3852000836806508,0.27547353420322185,0.3393263821161273,0.44054400786622366,0.21696578640791395,0.3424902057258625,2.57,3.56,2.8
2425,2024-11-30,Augsburg,Bochum,2,0.2269222216572206,0.2577985916695312,0.5152791866732482,0.22846307238834182,0.10677473832019764,0.6647621892914605,1.82,3.8,4.61
2425,2024-11-30,Dortmund,Bayern Munich,1,0.3893764203912499,0.2292720307683042,0.3813515488404459,0.3888702853939962,0.25198215646599537,0.35914755814000837,4.69,4.17,1.73
2425,2024-11-30,Freiburg,M'gladbach,2,0.28351892320992017,0.258864299580822,0.45761677720925775,0.28840674234012625,0.1517629898097429,0.5598302678501308,2.08,3.71,3.59
2425,2024-11-30,RB Leipzig,Wolfsburg,0,0.13121307574516058,0.21874911192040197,0.6500378123344374,0.13450399651760117,0.05684753137804624,0.8086484721043526,1.79,3.89,4.64
2425,2024-11-30,Union Berlin,Leverkusen,0,0.5005686240709398,0.27960332690047357,0.21982804902858658,0.6529535893815465,0.11140407993226457,0.23564233068618903,4.88,3.47,1.9
2425,2024-12-01,Mainz,Hoffenheim,2,0.3160713305600188,0.26574946035495106,0.41817920908503026,0.2546774187300284,0.12452444304052003,0.6207981382294515,2.15,3.57,3.52
2425,2024-12-01,Heidenheim,Ein Frankfurt,0,0.3114637121104839,0.27434108219142944,0.41419520569808665,0.44182195708170185,0.21616091124189563,0.34201713167640263,4.09,3.54,1.99
2425,2024-12-06,Stuttgart,Union Berlin,2,0.2064437154828755,0.27249079766137924,0.5210654868557453,0.1753561061171039,0.07658423746898836,0.7480596564139078,1.93,3.51,4.42
2425,2024-12-07,M'gladbach,Dortmund,1,0.5002906665735265,0.22960536061569273,0.27010397281078075,0.4797878495774085,0.19342034621755091,0.3267918042050406,3.45,3.88,2.08
2425,2024-12-07,Leverkusen,St Pauli,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.07718433368325163,0.05,0.8728156663167483,1.28,6.06,11.8
2425,2024-12-07,Kiel,RB Leipzig,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6558501418379968,0.11025955357342825,0.2338903045885749,6.95,4.91,1.46
2425,2024-12-07,Ein Frankfurt,Augsburg,1,0.19378325544496186,0.247701247172516,0.558515497382522,0.1518461510759334,0.06494035355777686,0.7832134953662897,1.54,4.4,6.39
2425,2024-12-07,Bochum,Werder Bremen,0,0.3776419472224315,0.27540202214486537,0.34695603063270314,0.46035243263678577,0.20478682306027626,0.33486074430293805,3.62,3.8,2.05
2425,2024-12-07,Bayern Munich,Heidenheim,2,0.08712190709743459,0.14689714666796147,0.765980946234604,0.07536855461379156,0.05,0.8746314453862084,1.11,11.25,24.0
2425,2024-12-08,Hoffenheim,Freiburg,1,0.2764234297308166,0.25195188131799784,0.47162468895118553,0.34148114462439705,0.21525775684338222,0.44326109853222073,2.51,3.3,3.07
2425,2024-12-08,Wolfsburg,Mainz,2,0.25452213528092593,0.28954470000740584,0.4559331647116683,0.3212313286036451,0.18628397800604302,0.49248469339031187,2.13,3.45,3.72
2425,2024-12-13,Freiburg,Wolfsburg,2,0.27946120441539213,0.2861159806767617,0.4344228149078461,0.2996722762502239,0.1624450921795053,0.5378826315702707,2.32,3.46,3.25
2425,2024-12-14,Mainz,Bayern Munich,2,0.604315856020896,0.21985663434412825,0.17582750963497573,0.5936980458951201,0.13622100677290205,0.27008094733197796,6.26,4.59,1.53
2425,2024-12-14,M'gladbach,Kiel,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2047830352766098,0.09252511047807292,0.7026918542453173,1.43,5.29,7.5
2425,2024-12-14,Augsburg,Leverkusen,0,0.5757871988695838,0.2420882352270254,0.18212456590339088,0.7238629060039761,0.08494776958546738,0.19118932441055655,6.3,4.09,1.59
2425,2024-12-14,St Pauli,Werder Bremen,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3413761084391317,0.21508183883243742,0.44354205272843095,3.0,3.19,2.63
2425,2024-12-14,Union Berlin,Bochum,0,0.1872188216826799,0.26367351577286835,0.5491076625444518,0.1774989241364077,0.07768953932317091,0.7448115365404214,1.67,3.93,5.68
2425,2024-12-15,Dortmund,Hoffenheim,1,0.1388976513778144,0.17371647208526939,0.6873858765369163,0.1517219576068028,0.06488101092215079,0.7833970314710463,1.36,5.51,8.55
2425,2024-12-15,Heidenheim,Stuttgart,0,0.3457499948174953,0.2745252311656234,0.3797247740168814,0.5338469415960455,0.1644657700753729,0.3016872883285816,4.72,4.07,1.75
2425,2024-12-15,RB Leipzig,Ein Frankfurt,2,0.1475420825041575,0.21928331850135854,0.633174598994484,0.2516859565755224,0.12237289827934075,0.6259411451451369,2.3,3.76,3.06
2425,2024-12-20,Bayern Munich,RB Leipzig,2,0.22580753794926728,0.22759404677984685,0.5465984152708858,0.23311740264664924,0.10975773811902724,0.6571248592343235,1.22,7.36,12.59
2425,2024-12-21,Ein Frankfurt,Mainz,0,0.23220534530307446,0.27169716524662446,0.49609748945030097,0.25057477952840473,0.12158277797565284,0.6278424424959423,2.1,3.6,3.63
2425,2024-12-21,Kiel,Augsburg,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34888767268895754,0.2286606949252937,0.42245163238574873,3.59,3.36,2.21
2425,2024-12-21,Werder Bremen,Union Berlin,2,0.2893586818596596,0.30055065848331364,0.4100906596570268,0.24662666705357641,0.11881376015086739,0.6345595727955562,2.33,3.25,3.43
2425,2024-12-21,Leverkusen,Freiburg,2,0.12417209273479768,0.2071118605223746,0.6687160467428277,0.11388868470401381,0.05,0.8361113152959861,1.39,5.32,8.17
2425,2024-12-21,Stuttgart,St Pauli,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.13000926945426414,0.05480942521166069,0.8151813053340752,1.46,4.77,7.33
2425,2024-12-21,Hoffenheim,M'gladbach,0,0.2794113289240975,0.22967208951927368,0.49091658155662893,0.3194411217383532,0.184088581492144,0.4964702967695029,2.3,3.63,3.14
2425,2024-12-22,Bochum,Heidenheim,2,0.41954047567053915,0.2715545448900685,0.3089049794393922,0.35325682316353085,0.23772659222010947,0.40901658461635965,2.11,3.47,3.74
2425,2024-12-22,Wolfsburg,Dortmund,0,0.4752894328905156,0.25608720575019256,0.26862336135929177,0.4167137658061772,0.232491312650876,0.35079492154294684,3.35,3.76,2.15
2425,2025-01-10,Dortmund,Leverkusen,0,0.31557907974144117,0.25225299919475963,0.43216792106379925,0.4049556069755708,0.24053454750757958,0.35450984551684966,3.88,3.82,1.96
2425,2025-01-11,Freiburg,Kiel,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.18228873316056524,0.08018944192227014,0.7375218249171646,1.46,5.04,6.73
2425,2025-01-11,Heidenheim,Union Berlin,2,0.2568563108579443,0.2932955433564722,0.4498481457855835,0.32456978412228066,0.19050793690471,0.4849222789730093,3.25,3.46,2.32
2425,2025-01-11,Hoffenheim,Wolfsburg,0,0.277359247688762,0.2559404393659003,0.4667003129453377,0.33173821592969804,0.20022858800702886,0.46803319606327304,2.36,3.48,3.15
2425,2025-01-11,M'gladbach,Bayern Munich,0,0.6119094257811633,0.19723709632194997,0.1908534778968869,0.6229182969655891,0.12363494785346442,0.25344675518094645,8.68,5.86,1.34
2425,2025-01-11,Mainz,Bochum,2,0.18816700366358388,0.25207965024238077,0.5597533460940354,0.1415966412232879,0.06011171166761347,0.7982916471090987,1.68,3.97,5.47
2425,2025-01-11,St Pauli,Ein Frankfurt,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4295335785694305,0.2240149138767069,0.34645150755386267,3.58,3.43,2.18
2425,2025-01-12,RB Leipzig,Werder Bremen,2,0.10759984185490362,0.19262005732329246,0.6997801008218039,0.18617563396217407,0.08224884173369841,0.7315755243041275,1.91,3.85,4.06
2425,2025-01-12,Augsburg,Stuttgart,0,0.41991456905014907,0.2750589787785464,0.3050264521713046,0.5588557432423621,0.1522266511412689,0.28891760561636903,4.15,3.69,1.93
2425,2025-01-14,Leverkusen,Mainz,2,0.11275656468442839,0.20531104744727632,0.6819323878682952,0.12981642913480862,0.054722491333455914,0.8154610795317355,1.37,5.25,8.81
2425,2025-01-14,Ein Frankfurt,Freiburg,2,0.25304143954668123,0.26904451250465516,0.47791404794866377,0.24802693056955916,0.11978909739350765,0.6321839720369332,1.7,4.13,5.03
2425,2025-01-14,Wolfsburg,M'gladbach,2,0.28103924801189906,0.2622687032166408,0.4566920487714601,0.2927976927387926,0.15580969801028816,0.5513926092509193,1.9,3.81,4.14
2425,2025-01-14,Kiel,Dortmund,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6424183852680952,0.1156175514632339,0.2419640632686708,6.9,4.8,1.48
2425,2025-01-15,Stuttgart,RB Leipzig,2,0.42060528488778975,0.2717270584568154,0.30766765665539486,0.3269899945451209,0.19368427996854243,0.4793257254863367,2.01,3.88,3.64
2425,2025-01-15,Bochum,St Pauli,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3537047549314048,0.23871846524752027,0.40757677982107493,2.56,3.26,3.03
2425,2025-01-15,Union Berlin,Augsburg,0,0.2327358539913782,0.2906558709354013,0.47660827507322057,0.2825403861391543,0.14656539995916718,0.5708942139016785,2.2,3.33,3.65
