cut,value,n,roi,closing_price_edge,avg_odds,avg_edge,calib_gap,model,method
edge_bucket,0.05-0.10,176,-0.020738636363636376,-0.026157966506163744,3.114090909090909,0.07277030834635496,0.02732096773672038,M2_Elo,platt
class,all,1065,-0.04694835680751174,-0.02625460994302746,4.250713615023474,0.24095834641331199,0.08216071487437548,M2_Elo,isotonic
class,home,375,-0.08448000000000001,-0.030558968478739,3.1765866666666662,0.21292081477053815,0.11849464104089352,M2_Elo,isotonic
class,draw,248,0.04681451612903227,-0.014937451285518833,5.679072580645162,0.25438195053531937,0.025492401049268698,M2_Elo,isotonic
class,away,442,-0.06771493212669683,-0.028952621020335863,4.360588235294118,0.25721404900105493,0.08313021604220844,M2_Elo,isotonic
odds_bucket,6.0+,211,-0.04454976303317535,-0.006163081737675064,8.746777251184833,0.424798721191823,0.059920536096988816,M2_Elo,isotonic
odds_bucket,3.5-6.0,336,0.03470238095238095,-0.020881673483083115,4.290178571428571,0.23558514808318437,0.04352885601709339,M2_Elo,isotonic
odds_bucket,2.0-3.5,350,-0.11685714285714285,-0.033294837609232165,2.721028571428571,0.18713717346678208,0.11449686657773767,M2_Elo,isotonic
odds_bucket,1.0-2.0,168,-0.06761904761904763,-0.047567344578140616,1.7117857142857145,0.13293743029392252,0.11999005536186669,M2_Elo,isotonic
edge_bucket,>0.20,482,-0.036763485477178434,-0.02470412687786871,5.425850622406639,0.39276508006621885,0.10583723935909037,M2_Elo,isotonic
edge_bucket,0.10-0.20,346,-0.031936416184971075,-0.02623511421419364,3.344797687861272,0.14630760344458768,0.07096386877452088,M2_Elo,isotonic
edge_bucket,0.05-0.10,194,-0.12860824742268046,-0.028627701774241794,3.20520618556701,0.07614803532546624,0.06822584392552933,M2_Elo,isotonic
edge_bucket,<=0.05,43,0.08651162790697677,-0.033084808648316685,3.084651162790698,0.04448187658818674,0.030272101102526594,M2_Elo,isotonic
