season,date,home_team,away_team,y,is_promoted_match,promoted_match_idx,p0_p_away,p0_p_draw,p0_p_home,p1_p_away,p1_p_draw,p1_p_home,p2_p_away,p2_p_draw,p2_p_home,p4_p_away,p4_p_draw,p4_p_home,suppressed_p3
2324,2023-12-17,Leverkusen,Ein Frankfurt,2,False,0,0.21493545529984406,0.24074446031713012,0.5443200843830258,0.21493545529984406,0.24074446031713012,0.5443200843830258,0.21493545529984406,0.24074446031713012,0.5443200843830258,0.21493545529984406,0.24074446031713012,0.5443200843830258,False
2324,2023-12-19,Werder Bremen,RB Leipzig,1,False,0,0.5361230706243021,0.2552114548864426,0.20866547448925543,0.5361230706243021,0.2552114548864426,0.20866547448925543,0.5361230706243021,0.2552114548864426,0.20866547448925543,0.5361230706243021,0.2552114548864426,0.20866547448925543,False
2324,2023-12-19,Dortmund,Mainz,1,False,0,0.11726535674942923,0.174694826333588,0.7080398169169828,0.11726535674942923,0.174694826333588,0.7080398169169828,0.11726535674942923,0.174694826333588,0.7080398169169828,0.11726535674942923,0.174694826333588,0.7080398169169828,False
2324,2023-12-19,Hoffenheim,Darmstadt,1,True,16,0.10853269489204039,0.2160691451584744,0.6753981599494852,0.10853269489204039,0.2160691451584744,0.6753981599494852,0.10853269489204039,0.2160691451584744,0.6753981599494852,0.17828836856717167,0.22981659076320357,0.5918950406696248,False
2324,2023-12-20,Ein Frankfurt,M'gladbach,2,False,0,0.2700393234457513,0.2529404293801049,0.4770202471741437,0.2700393234457513,0.2529404293801049,0.4770202471741437,0.2700393234457513,0.2529404293801049,0.4770202471741437,0.2700393234457513,0.2529404293801049,0.4770202471741437,False
2324,2023-12-20,Heidenheim,Freiburg,2,True,16,0.3,0.26,0.44,0.3,0.26,0.44,0.3,0.26,0.44,0.4197892595138321,0.28383262127605047,0.29637811921011753,False
2324,2023-12-20,Leverkusen,Bochum,2,False,0,0.11075757698111532,0.19228802402673623,0.6969543989921484,0.11075757698111532,0.19228802402673623,0.6969543989921484,0.11075757698111532,0.19228802402673623,0.6969543989921484,0.11075757698111532,0.19228802402673623,0.6969543989921484,False
2324,2023-12-20,Stuttgart,Augsburg,2,False,0,0.24397344376664185,0.27951348156476663,0.4765130746685915,0.24397344376664185,0.27951348156476663,0.4765130746685915,0.24397344376664185,0.27951348156476663,0.4765130746685915,0.24397344376664185,0.27951348156476663,0.4765130746685915,False
2324,2023-12-20,Union Berlin,FC Koln,2,False,0,0.1981150176555764,0.2741061182350596,0.527778864109364,0.1981150176555764,0.2741061182350596,0.527778864109364,0.1981150176555764,0.2741061182350596,0.527778864109364,0.1981150176555764,0.2741061182350596,0.527778864109364,False
2324,2023-12-20,Wolfsburg,Bayern Munich,0,False,0,0.5574096078403324,0.2323860567077704,0.2102043354518971,0.5574096078403324,0.2323860567077704,0.2102043354518971,0.5574096078403324,0.2323860567077704,0.2102043354518971,0.5574096078403324,0.2323860567077704,0.2102043354518971,False
2324,2024-01-12,Bayern Munich,Hoffenheim,2,False,0,0.07149239982513647,0.1274850829751763,0.8010225171996872,0.07149239982513647,0.1274850829751763,0.8010225171996872,0.07149239982513647,0.1274850829751763,0.8010225171996872,0.07149239982513647,0.1274850829751763,0.8010225171996872,False
2324,2024-01-13,Augsburg,Leverkusen,0,False,0,0.4812454066955161,0.2678335728132538,0.2509210204912301,0.4812454066955161,0.2678335728132538,0.2509210204912301,0.4812454066955161,0.2678335728132538,0.2509210204912301,0.4812454066955161,0.2678335728132538,0.2509210204912301,False
2324,2024-01-13,Darmstadt,Dortmund,0,True,17,0.717935743640478,0.18568385832758555,0.09638039803193649,0.717935743640478,0.18568385832758555,0.09638039803193649,0.717935743640478,0.18568385832758555,0.09638039803193649,0.633749705188813,0.20284656657982683,0.1634037282313602,False
2324,2024-01-13,FC Koln,Heidenheim,1,True,17,0.3,0.26,0.44,0.3,0.26,0.44,0.3,0.26,0.44,0.20666513062174274,0.25587909494895406,0.5374557744293031,False
2324,2024-01-13,Freiburg,Union Berlin,1,False,0,0.2940255860140776,0.3049874142490297,0.4009869997368929,0.2940255860140776,0.3049874142490297,0.4009869997368929,0.2940255860140776,0.3049874142490297,0.4009869997368929,0.2940255860140776,0.3049874142490297,0.4009869997368929,False
2324,2024-01-13,Mainz,Wolfsburg,1,False,0,0.33266392866878314,0.28604732331251725,0.38128874801869955,0.33266392866878314,0.28604732331251725,0.38128874801869955,0.33266392866878314,0.28604732331251725,0.38128874801869955,0.33266392866878314,0.28604732331251725,0.38128874801869955,False
2324,2024-01-13,RB Leipzig,Ein Frankfurt,0,False,0,0.1549022125192235,0.22630130308218152,0.6187964843985949,0.1549022125192235,0.22630130308218152,0.6187964843985949,0.1549022125192235,0.22630130308218152,0.6187964843985949,0.1549022125192235,0.22630130308218152,0.6187964843985949,False
2324,2024-01-14,Bochum,Werder Bremen,1,False,0,0.3315702752483445,0.2805800511381498,0.3878496736135058,0.3315702752483445,0.2805800511381498,0.3878496736135058,0.3315702752483445,0.2805800511381498,0.3878496736135058,0.3315702752483445,0.2805800511381498,0.3878496736135058,False
2324,2024-01-14,M'gladbach,Stuttgart,2,False,0,0.20816282623766552,0.24606022469875755,0.5457769490635769,0.20816282623766552,0.24606022469875755,0.5457769490635769,0.20816282623766552,0.24606022469875755,0.5457769490635769,0.20816282623766552,0.24606022469875755,0.5457769490635769,False
2324,2024-01-20,Heidenheim,Wolfsburg,1,True,18,0.3,0.26,0.44,0.3,0.26,0.44,0.3,0.26,0.44,0.4370783514459128,0.27947548836886293,0.2834461601852243,False
2324,2024-01-20,RB Leipzig,Leverkusen,0,False,0,0.20774728924802227,0.25037817779118354,0.5418745329607942,0.20774728924802227,0.25037817779118354,0.5418745329607942,0.20774728924802227,0.25037817779118354,0.5418745329607942,0.20774728924802227,0.25037817779118354,0.5418745329607942,False
2324,2024-01-20,Freiburg,Hoffenheim,2,False,0,0.25264763362758735,0.2618590161401459,0.4854933502322666,0.25264763362758735,0.2618590161401459,0.4854933502322666,0.25264763362758735,0.2618590161401459,0.4854933502322666,0.25264763362758735,0.2618590161401459,0.4854933502322666,False
2324,2024-01-20,Bochum,Stuttgart,2,False,0,0.332551313579325,0.28919340736368737,0.37825527905698764,0.332551313579325,0.28919340736368737,0.37825527905698764,0.332551313579325,0.28919340736368737,0.37825527905698764,0.332551313579325,0.28919340736368737,0.37825527905698764,False
2324,2024-01-20,Darmstadt,Ein Frankfurt,1,True,18,0.529665743394333,0.2781393964318706,0.1921948601737964,0.529665743394333,0.2781393964318706,0.1921948601737964,0.529665743394333,0.2781393964318706,0.1921948601737964,0.4314106963147091,0.2709376853051953,0.2976516183800956,False
2324,2024-01-20,FC Koln,Dortmund,0,False,0,0.537758719318583,0.23086714154822116,0.2313741391331959,0.537758719318583,0.23086714154822116,0.2313741391331959,0.537758719318583,0.23086714154822116,0.2313741391331959,0.537758719318583,0.23086714154822116,0.2313741391331959,False
2324,2024-01-21,Bayern Munich,Werder Bremen,0,False,0,0.048928768127518577,0.10535112632378649,0.8457201055486949,0.048928768127518577,0.10535112632378649,0.8457201055486949,0.048928768127518577,0.10535112632378649,0.8457201055486949,0.048928768127518577,0.10535112632378649,0.8457201055486949,False
2324,2024-01-21,M'gladbach,Augsburg,0,False,0,0.1814115330836994,0.2391431253993464,0.5794453415169543,0.1814115330836994,0.2391431253993464,0.5794453415169543,0.1814115330836994,0.2391431253993464,0.5794453415169543,0.1814115330836994,0.2391431253993464,0.5794453415169543,False
