,n,brier,brier_ci_lo,brier_ci_hi,logloss,ece
M1_DC,1520.0,0.5950391535139623,0.5801134217732932,0.6103721093433492,0.9973150484887483,0.020115496352427507
M2_Elo,1520.0,0.6215619177825444,0.5991883365812106,0.6458106812242193,1.0649680555782335,0.09123643892064381
M3_LGBM_dmwd,1520.0,0.6054120032368356,0.5933273911628748,0.618238340477239,1.0127228493153284,0.03262682500604733
M4_LGBM,1520.0,0.605970279884764,0.5930097907179356,0.6198678015360067,1.0132861618183764,0.0294361058082336
M5_market_preclose,1520.0,0.5804083107321423,0.5667061267688458,0.5945873587639224,0.9756439383187545,0.0323230046298009
M6_market_elo_blend,1520.0,0.5804083107321423,0.5667061267688458,0.5945873587639224,0.9756439383187545,0.0323230046298009
M7_market_residual,1520.0,0.6262604788125611,0.6081821241956336,0.6444707436650741,1.062528805875354,0.0449311315234038
