date,year,tour,tournament,surface,round,winner,loser,side,model_prob,b365_odds,ev,kelly_f,stake,won,pnl
2021-02-08,2021,WTA,ausopen,hard,1st Round,Babos T,Bonaventure Y,loser,0.5666,2.45,0.3881,0.0669,15.0,0,-15.0
2021-02-08,2021,WTA,ausopen,hard,1st Round,Diyas Z,Zidansek T,winner,0.5128,2.06,0.0564,0.0133,6.55,1,6.94
2021-02-08,2021,WTA,ausopen,hard,1st Round,Garcia C,Hercog P,loser,0.4352,2.84,0.2359,0.0321,15.0,0,-15.0
2021-02-08,2021,WTA,ausopen,hard,1st Round,Errani S,Wang Q,winner,0.3692,3.1,0.1444,0.0172,11.73,1,24.63
2021-02-08,2021,WTA,ausopen,hard,1st Round,Pera B,Kerber A,winner,0.3507,3.39,0.1889,0.0198,14.35,1,34.28
2021-02-08,2021,WTA,ausopen,hard,1st Round,Rybakina E,Zvonareva V,winner,0.6444,1.61,0.0375,0.0154,5.44,1,3.32
2021-02-08,2021,WTA,ausopen,hard,1st Round,Gracheva V,Blinkova A,winner,0.5635,2.0,0.1271,0.0318,10.71,1,10.71
2021-02-08,2021,WTA,ausopen,hard,1st Round,Andreescu B,Buzarnescu M,winner,0.8093,1.29,0.044,0.0379,5.82,1,1.69
2021-02-08,2021,WTA,ausopen,hard,1st Round,Ferro F,Siniakova K,winner,0.6181,2.22,0.3721,0.0762,15.0,1,18.3
2021-02-08,2021,ATP,ausopen,hard,1st Round,Bublik A,Bedene A,winner,0.5132,2.05,0.052,0.0124,6.3,1,6.61
2021-02-08,2021,ATP,ausopen,hard,1st Round,Kecmanovic M,Majchrzak K,loser,0.3787,3.1,0.1739,0.0207,13.47,0,-13.47
2021-02-08,2021,ATP,ausopen,hard,1st Round,Bolt A,Gombos N,winner,0.5419,1.94,0.0513,0.0136,6.25,1,5.88
2021-02-08,2021,ATP,ausopen,hard,1st Round,Bolt A,Gombos N,loser,0.4581,2.4,0.0994,0.0177,9.08,0,-9.08
2021-02-08,2021,ATP,ausopen,hard,1st Round,Mannarino A,Novak D,winner,0.6199,1.83,0.1344,0.0405,11.14,1,9.25
2021-02-08,2021,ATP,ausopen,hard,1st Round,Dimitrov G,Cilic M,loser,0.41,2.67,0.0948,0.0142,8.81,0,-8.81
2021-02-08,2021,ATP,ausopen,hard,1st Round,Cressy M,Daniel T,winner,0.5876,2.3,0.3514,0.0676,15.0,1,19.5
2021-02-09,2021,WTA,ausopen,hard,1st Round,Danilovic O,Martic P,winner,0.3664,3.2,0.1725,0.0196,13.38,1,29.44
2021-02-09,2021,WTA,ausopen,hard,1st Round,Van Uytvanck A,Burel C,loser,0.4736,2.32,0.0988,0.0187,9.05,0,-9.05
2021-02-09,2021,WTA,ausopen,hard,1st Round,Stosur S,Aiava D,winner,0.4484,2.55,0.1435,0.0231,11.68,1,18.1
2021-02-09,2021,WTA,ausopen,hard,1st Round,Hibino N,Sharma A,winner,0.6145,2.1,0.2905,0.066,15.0,1,16.5
2021-02-09,2021,WTA,ausopen,hard,1st Round,Vekic D,Wang Y,loser,0.4251,3.22,0.3689,0.0415,15.0,0,-15.0
2021-02-09,2021,WTA,ausopen,hard,1st Round,Gauff C,Teichmann J,loser,0.3645,3.09,0.1264,0.0151,10.67,0,-10.67
2021-02-09,2021,WTA,ausopen,hard,1st Round,Kuznetsova S,Strycova B,winner,0.6195,1.68,0.0408,0.015,5.63,1,3.83
2021-02-09,2021,WTA,ausopen,hard,1st Round,Zhu L,Osuigwe W,loser,0.4831,2.65,0.2802,0.0425,15.0,0,-15.0
2021-02-09,2021,WTA,ausopen,hard,1st Round,Juvan K,Konta J,winner,0.4184,2.63,0.1004,0.0154,9.14,1,14.9
2021-02-09,2021,WTA,ausopen,hard,1st Round,Samsonova L,Badosa P,loser,0.5562,2.38,0.3238,0.0587,15.0,0,-15.0
2021-02-09,2021,WTA,ausopen,hard,1st Round,Muchova K,Ostapenko J,loser,0.4562,2.55,0.1633,0.0263,12.84,0,-12.84
2021-02-09,2021,ATP,ausopen,hard,1st Round,Ruud C,Thompson J,loser,0.5777,2.12,0.2248,0.0502,15.0,0,-15.0
2021-02-09,2021,ATP,ausopen,hard,1st Round,Mmoh M,Troicki V,loser,0.4987,2.48,0.2369,0.04,15.0,0,-15.0
2021-02-09,2021,ATP,ausopen,hard,1st Round,Caruso S,Laaksonen H,loser,0.4323,2.7,0.1671,0.0246,13.07,0,-13.07
2021-02-09,2021,ATP,ausopen,hard,1st Round,Sonego L,Querrey S,loser,0.5162,2.15,0.1098,0.0239,9.69,0,-9.69
2021-02-09,2021,WTA,ausopen,hard,1st Round,Krejcikova B,Zheng S,loser,0.5063,2.63,0.3316,0.0509,15.0,0,-15.0
2021-02-09,2021,ATP,ausopen,hard,1st Round,Mcdonald M,Cecchinato M,loser,0.4023,3.4,0.3679,0.0383,15.0,0,-15.0
2021-02-09,2021,ATP,ausopen,hard,1st Round,Alcaraz C,Van De Zandschulp B,loser,0.5126,2.25,0.1533,0.0307,12.25,0,-12.25
2021-02-09,2021,ATP,ausopen,hard,1st Round,Safiullin R,Ivashka I,loser,0.4735,2.47,0.1695,0.0288,13.21,0,-13.21
2021-02-09,2021,ATP,ausopen,hard,1st Round,Popyrin A,Goffin D,winner,0.3852,3.27,0.2597,0.0286,15.0,1,34.05
2021-02-09,2021,ATP,ausopen,hard,1st Round,Cuevas P,Seppi A,loser,0.5749,2.4,0.3797,0.0678,15.0,0,-15.0
2021-02-09,2021,ATP,ausopen,hard,1st Round,Andujar P,Halys Q,winner,0.4092,3.16,0.2932,0.0339,15.0,1,32.4
2021-02-10,2021,WTA,ausopen,hard,2nd Round,Diyas Z,Pera B,winner,0.4943,2.47,0.2208,0.0376,15.0,1,22.05
2021-02-10,2021,WTA,ausopen,hard,2nd Round,Potapova A,Babos T,loser,0.3999,3.03,0.2117,0.0261,15.0,0,-15.0
2021-02-10,2021,ATP,ausopen,hard,2nd Round,Kyrgios N,Humbert U,loser,0.5034,2.19,0.1025,0.0215,9.26,0,-9.26
2021-02-10,2021,ATP,ausopen,hard,2nd Round,Mannarino A,Kecmanovic M,winner,0.4963,2.39,0.1861,0.0335,14.18,1,19.72
2021-02-10,2021,ATP,ausopen,hard,2nd Round,Fritz T,Opelka R,loser,0.5764,2.25,0.297,0.0594,15.0,0,-15.0
2021-02-10,2021,ATP,ausopen,hard,2nd Round,Lajovic D,Bublik A,winner,0.375,3.26,0.2223,0.0246,15.0,1,33.9
2021-02-11,2021,WTA,ausopen,hard,2nd Round,Bencic B,Kuznetsova S,winner,0.5786,2.15,0.244,0.053,15.0,1,17.25
2021-02-11,2021,WTA,ausopen,hard,2nd Round,Rogers S,Danilovic O,loser,0.351,3.4,0.1933,0.0201,14.6,0,-14.6
2021-02-11,2021,WTA,ausopen,hard,2nd Round,Putintseva Y,Van Uytvanck A,loser,0.3599,3.4,0.2237,0.0233,15.0,0,-15.0
2021-02-11,2021,WTA,ausopen,hard,2nd Round,Alexandrova E,Krejcikova B,loser,0.4123,3.38,0.3934,0.0413,15.0,0,-15.0
2021-02-11,2021,ATP,ausopen,hard,2nd Round,Harris L,Popyrin A,loser,0.5406,2.38,0.2865,0.0519,15.0,0,-15.0
2021-02-11,2021,ATP,ausopen,hard,2nd Round,Ymer M,Alcaraz C,winner,0.4589,2.67,0.2254,0.0337,15.0,1,25.05
2021-02-11,2021,ATP,ausopen,hard,2nd Round,Ruud C,Paul T,loser,0.5114,2.25,0.1507,0.0301,12.1,0,-12.1
2021-02-11,2021,ATP,ausopen,hard,2nd Round,Fognini F,Caruso S,loser,0.4293,3.21,0.3781,0.0428,15.0,0,-15.0
2021-02-11,2021,WTA,ausopen,hard,2nd Round,Svitolina E,Gauff C,loser,0.3723,2.81,0.046,0.0064,5.94,0,-5.94
2021-02-11,2021,WTA,ausopen,hard,2nd Round,Vekic D,Podoroska N,winner,0.4855,2.73,0.3254,0.047,15.0,1,25.95
2021-02-11,2021,WTA,ausopen,hard,2nd Round,Kanepi K,Kenin S,loser,0.7375,1.8,0.3274,0.1023,15.0,0,-15.0
2021-02-12,2021,WTA,ausopen,hard,3rd Round,Halep S,Kudermetova V,loser,0.3666,3.04,0.1146,0.014,9.98,0,-9.98
2021-02-12,2021,WTA,ausopen,hard,3rd Round,Vondrousova M,Cirstea S,loser,0.5457,2.3,0.2552,0.0491,15.0,0,-15.0
2021-02-12,2021,ATP,ausopen,hard,3rd Round,Dimitrov G,Carreno Busta P,loser,0.5659,2.28,0.2901,0.0567,15.0,0,-15.0
2021-02-12,2021,ATP,ausopen,hard,3rd Round,Lajovic D,Martinez P,loser,0.5131,2.28,0.1699,0.0332,13.23,0,-13.23
2021-02-13,2021,WTA,ausopen,hard,3rd Round,Rogers S,Kontaveit A,loser,0.6209,1.8,0.1175,0.0367,10.15,0,-10.15
2021-02-13,2021,ATP,ausopen,hard,3rd Round,Mcdonald M,Harris L,winner,0.4709,2.21,0.0406,0.0084,5.62,1,6.8
2021-02-14,2021,WTA,ausopen,hard,4th Round,Halep S,Swiatek I,winner,0.5569,1.87,0.0414,0.0119,5.67,1,4.93
2021-02-14,2021,ATP,ausopen,hard,4th Round,Djokovic N,Raonic M,winner,0.7352,1.52,0.1175,0.0565,10.15,1,5.28
2021-02-14,2021,WTA,ausopen,hard,4th Round,Williams S,Sabalenka A,winner,0.5241,2.21,0.1583,0.0327,12.55,1,15.18
2021-02-15,2021,WTA,ausopen,hard,4th Round,Muchova K,Mertens E,winner,0.3591,3.82,0.3716,0.0329,15.0,1,42.3
2021-02-16,2021,WTA,ausopen,hard,Quarterfinals,Williams S,Halep S,winner,0.5135,2.05,0.0527,0.0126,6.34,1,6.65
2021-02-16,2021,ATP,ausopen,hard,Quarterfinals,Djokovic N,Zverev A,winner,0.6427,1.69,0.0861,0.0312,8.3,1,5.73
2021-02-17,2021,WTA,ausopen,hard,Quarterfinals,Brady J,Pegula J,loser,0.3797,3.1,0.177,0.0211,13.65,0,-13.65
2021-02-17,2021,ATP,ausopen,hard,Quarterfinals,Medvedev D,Rublev A,loser,0.3942,3.32,0.3087,0.0333,15.0,0,-15.0
2021-02-17,2021,ATP,ausopen,hard,Quarterfinals,Tsitsipas S,Nadal R,winner,0.3868,3.2,0.2379,0.027,15.0,1,33.0
2021-02-18,2021,WTA,ausopen,hard,Semifinals,Osaka N,Williams S,loser,0.4062,2.6,0.0562,0.0088,6.54,0,-6.54
2021-02-18,2021,WTA,ausopen,hard,Semifinals,Brady J,Muchova K,loser,0.4691,2.71,0.2713,0.0397,15.0,0,-15.0
2021-05-30,2021,ATP,frenchopen,clay,1st Round,Van De Zandschulp B,Hurkacz H,winner,0.5063,2.66,0.3469,0.0522,15.0,1,24.9
2021-05-30,2021,ATP,frenchopen,clay,1st Round,Djere L,Moutet C,winner,0.5559,1.87,0.0396,0.0114,5.56,1,4.84
2021-05-30,2021,ATP,frenchopen,clay,1st Round,Couacaud E,Gerasimov E,loser,0.4847,2.52,0.2213,0.0364,15.0,0,-15.0
2021-05-30,2021,ATP,frenchopen,clay,1st Round,Kecmanovic M,Evans D,winner,0.4452,2.88,0.2821,0.0375,15.0,1,28.2
2021-05-30,2021,ATP,frenchopen,clay,1st Round,Laaksonen H,Hanfmann Y,loser,0.6588,1.94,0.2781,0.074,15.0,0,-15.0
2021-05-30,2021,WTA,frenchopen,clay,1st Round,Kovinic D,Burel C,winner,0.5275,2.5,0.3188,0.0531,15.0,1,22.5
2021-05-30,2021,WTA,frenchopen,clay,1st Round,Vesnina E,Govortsova O,winner,0.5074,2.08,0.0555,0.0128,6.5,1,7.02
2021-05-30,2021,WTA,frenchopen,clay,1st Round,Bogdan A,Cocciaretto E,loser,0.5004,2.54,0.271,0.044,15.0,0,-15.0
2021-05-30,2021,WTA,frenchopen,clay,1st Round,Kalinina A,Kerber A,winner,0.4623,2.56,0.1835,0.0294,14.03,1,21.88
2021-05-30,2021,WTA,frenchopen,clay,1st Round,Siniakova K,Bouzkova M,loser,0.4,3.3,0.32,0.0348,15.0,0,-15.0
2021-05-31,2021,WTA,frenchopen,clay,1st Round,Peterson R,Rogers S,winner,0.4384,3.1,0.3591,0.0428,15.0,1,31.5
2021-05-31,2021,WTA,frenchopen,clay,1st Round,Vondrousova M,Kanepi K,winner,0.5514,1.93,0.0642,0.0173,7.01,1,6.52
2021-05-31,2021,WTA,frenchopen,clay,1st Round,Tan H,Cornet A,winner,0.4603,2.37,0.0909,0.0166,8.58,1,11.76
2021-05-31,2021,WTA,frenchopen,clay,1st Round,Hercog P,Bertens K,loser,0.6629,1.91,0.2661,0.0731,15.0,0,-15.0
2021-05-31,2021,ATP,frenchopen,clay,1st Round,Musetti L,Goffin D,loser,0.4502,2.3,0.0354,0.0068,5.32,0,-5.32
2021-05-31,2021,ATP,frenchopen,clay,1st Round,Basilashvili N,Lajovic D,loser,0.4634,2.29,0.0612,0.0119,6.84,0,-6.84
2021-05-31,2021,ATP,frenchopen,clay,1st Round,Medvedev D,Bublik A,loser,0.3836,3.06,0.1739,0.0211,13.46,0,-13.46
2021-05-31,2021,ATP,frenchopen,clay,1st Round,Monteiro T,Cerundolo F,loser,0.4909,2.47,0.2125,0.0361,15.0,0,-15.0
2021-05-31,2021,ATP,frenchopen,clay,1st Round,Krajinovic F,Marterer M,loser,0.3918,2.86,0.1205,0.0162,10.33,0,-10.33
2021-05-31,2021,ATP,frenchopen,clay,1st Round,Opelka R,Martin A,loser,0.4398,3.0,0.3194,0.0399,15.0,0,-15.0
2021-05-31,2021,WTA,frenchopen,clay,1st Round,Baptiste H,Blinkova A,loser,0.4922,2.55,0.2552,0.0412,15.0,0,-15.0
2021-05-31,2021,WTA,frenchopen,clay,1st Round,Zidansek T,Andreescu B,winner,0.3884,2.95,0.1457,0.0187,11.8,1,23.02
2021-05-31,2021,WTA,frenchopen,clay,1st Round,Gracheva V,Arruabarrena L,winner,0.4781,2.3,0.0996,0.0191,9.09,1,11.82
2021-05-31,2021,WTA,frenchopen,clay,1st Round,Bencic B,Podoroska N,winner,0.4723,2.2,0.0391,0.0082,5.54,1,6.64
2021-05-31,2021,WTA,frenchopen,clay,1st Round,Cirstea S,Konta J,loser,0.503,2.1,0.0562,0.0128,6.54,0,-6.54
2021-05-31,2021,WTA,frenchopen,clay,1st Round,Garcia C,Siegemund L,loser,0.5063,2.3,0.1645,0.0316,12.91,0,-12.91
2021-06-01,2021,WTA,frenchopen,clay,1st Round,Brady J,Sevastova A,loser,0.5043,2.12,0.0691,0.0154,7.3,0,-7.3
2021-06-01,2021,ATP,frenchopen,clay,1st Round,Ymer M,Carballes Baena R,winner,0.5168,2.29,0.1835,0.0356,14.03,1,18.1
2021-06-01,2021,ATP,frenchopen,clay,1st Round,De Minaur A,Travaglia S,loser,0.4633,2.52,0.1674,0.0275,13.08,0,-13.08
2021-06-01,2021,WTA,frenchopen,clay,1st Round,Jabeur O,Putintseva Y,loser,0.4097,2.79,0.1431,0.02,11.65,0,-11.65
2021-06-01,2021,ATP,frenchopen,clay,1st Round,Bagnis F,Bonzi B,loser,0.5099,2.19,0.1168,0.0245,10.1,0,-10.1
2021-06-01,2021,ATP,frenchopen,clay,1st Round,Kohlschreiber P,Verdasco F,loser,0.479,2.28,0.0921,0.018,8.65,0,-8.65
2021-06-01,2021,ATP,frenchopen,clay,1st Round,Coria F,Lopez F,loser,0.4371,2.53,0.1058,0.0173,9.46,0,-9.46
2021-06-01,2021,ATP,frenchopen,clay,1st Round,Gasquet R,Gaston H,loser,0.5631,2.29,0.2894,0.0561,15.0,0,-15.0
2021-06-01,2021,ATP,frenchopen,clay,1st Round,Cuevas P,Pouille L,loser,0.4297,3.06,0.3149,0.0382,15.0,0,-15.0
2021-06-01,2021,WTA,frenchopen,clay,1st Round,Paolini J,Voegele S,loser,0.4873,2.8,0.3645,0.0506,15.0,0,-15.0
2021-06-01,2021,WTA,frenchopen,clay,1st Round,Sharma A,Bara I,winner,0.5087,2.5,0.2716,0.0453,15.0,1,22.5
2021-06-01,2021,WTA,frenchopen,clay,1st Round,Lepchenko V,Zhang S,loser,0.5981,2.28,0.3636,0.071,15.0,0,-15.0
2021-06-01,2021,WTA,frenchopen,clay,1st Round,Kontaveit A,Golubic V,loser,0.3922,3.4,0.3335,0.0347,15.0,0,-15.0
2021-06-02,2021,ATP,frenchopen,clay,2nd Round,Nishikori K,Khachanov K,winner,0.567,2.22,0.2587,0.053,15.0,1,18.3
2021-06-02,2021,ATP,frenchopen,clay,2nd Round,Opelka R,Munar J,loser,0.5108,2.41,0.231,0.041,15.0,0,-15.0
2021-06-02,2021,ATP,frenchopen,clay,2nd Round,Isner J,Krajinovic F,winner,0.5399,2.25,0.2148,0.043,15.0,1,18.75
2021-06-02,2021,ATP,frenchopen,clay,2nd Round,Djere L,Kecmanovic M,winner,0.5787,1.81,0.0474,0.0146,6.02,1,4.88
2021-06-02,2021,ATP,frenchopen,clay,2nd Round,Fognini F,Fucsovics M,loser,0.5379,2.37,0.2749,0.0502,15.0,0,-15.0
2021-06-02,2021,ATP,frenchopen,clay,2nd Round,Delbonis F,Andujar P,winner,0.6596,1.82,0.2006,0.0611,15.0,1,12.3
2021-06-02,2021,WTA,frenchopen,clay,2nd Round,Pavlyuchenkova A,Tomljanovic A,loser,0.4304,2.65,0.1406,0.0213,11.51,0,-11.51
2021-06-02,2021,WTA,frenchopen,clay,2nd Round,Hercog P,Garcia C,winner,0.4064,2.75,0.1175,0.0168,10.15,1,17.76
2021-06-02,2021,WTA,frenchopen,clay,2nd Round,Kasatkina D,Bencic B,winner,0.451,2.41,0.087,0.0154,8.35,1,11.78
2021-06-02,2021,WTA,frenchopen,clay,2nd Round,Siniakova K,Kudermetova V,winner,0.4124,3.0,0.2373,0.0297,15.0,1,30.0
2021-06-03,2021,ATP,frenchopen,clay,2nd Round,Federer R,Cilic M,loser,0.383,3.3,0.2637,0.0287,15.0,0,-15.0
2021-06-03,2021,ATP,frenchopen,clay,2nd Round,Cecchinato M,De Minaur A,winner,0.5319,2.19,0.1649,0.0346,12.93,1,15.39
2021-06-03,2021,ATP,frenchopen,clay,2nd Round,Norrie C,Harris L,loser,0.3563,3.17,0.1294,0.0149,10.84,0,-10.84
2021-06-03,2021,ATP,frenchopen,clay,2nd Round,Musetti L,Nishioka Y,loser,0.4248,2.93,0.2446,0.0317,15.0,0,-15.0
2021-06-03,2021,WTA,frenchopen,clay,2nd Round,Gracheva V,Giorgi C,winner,0.4497,2.6,0.1692,0.0264,13.19,1,21.1
2021-06-03,2021,WTA,frenchopen,clay,2nd Round,Krejcikova B,Alexandrova E,winner,0.5579,1.85,0.0321,0.0094,5.12,1,4.36
2021-06-03,2021,ATP,frenchopen,clay,2nd Round,Alcaraz C,Basilashvili N,loser,0.5073,2.4,0.2174,0.0388,15.0,0,-15.0
2021-06-03,2021,WTA,frenchopen,clay,2nd Round,Kontaveit A,Mladenovic K,loser,0.4011,3.38,0.3558,0.0374,15.0,0,-15.0
2021-06-04,2021,WTA,frenchopen,clay,3rd Round,Azarenka V,Keys M,loser,0.4636,2.55,0.1822,0.0294,13.95,0,-13.95
2021-06-04,2021,WTA,frenchopen,clay,3rd Round,Williams S,Collins D,loser,0.5329,2.45,0.3056,0.0527,15.0,0,-15.0
2021-06-04,2021,WTA,frenchopen,clay,3rd Round,Zidansek T,Siniakova K,loser,0.5971,2.18,0.3016,0.0639,15.0,0,-15.0
2021-06-04,2021,WTA,frenchopen,clay,3rd Round,Vondrousova M,Hercog P,loser,0.3932,3.05,0.1992,0.0243,14.95,0,-14.95
2021-06-05,2021,WTA,frenchopen,clay,3rd Round,Stephens S,Muchova K,winner,0.4921,2.64,0.299,0.0456,15.0,1,24.6
2021-06-05,2021,WTA,frenchopen,clay,3rd Round,Krejcikova B,Svitolina E,winner,0.4591,2.32,0.065,0.0123,7.06,1,9.32
2021-06-05,2021,WTA,frenchopen,clay,3rd Round,Kenin S,Pegula J,winner,0.5675,1.85,0.0498,0.0147,6.17,1,5.24
2021-06-05,2021,WTA,frenchopen,clay,3rd Round,Sakkari M,Mertens E,loser,0.5445,2.13,0.1599,0.0354,12.64,0,-12.64
2021-06-05,2021,WTA,frenchopen,clay,3rd Round,Jabeur O,Linette M,loser,0.3668,3.58,0.3133,0.0304,15.0,0,-15.0
2021-06-05,2021,ATP,frenchopen,clay,3rd Round,Musetti L,Cecchinato M,loser,0.4441,2.47,0.0968,0.0165,8.93,0,-8.93
2021-06-06,2021,WTA,frenchopen,clay,4th Round,Zidansek T,Cirstea S,loser,0.6018,1.83,0.1012,0.0305,9.19,0,-9.19
2021-06-06,2021,WTA,frenchopen,clay,4th Round,Rybakina E,Williams S,winner,0.4955,2.74,0.3576,0.0514,15.0,1,26.1
2021-06-06,2021,ATP,frenchopen,clay,4th Round,Davidovich Fokina A,Delbonis F,loser,0.5408,2.21,0.1951,0.0403,14.71,0,-14.71
2021-06-06,2021,WTA,frenchopen,clay,4th Round,Badosa P,Vondrousova M,loser,0.4819,2.33,0.1229,0.0231,10.47,0,-10.47
2021-06-06,2021,WTA,frenchopen,clay,4th Round,Pavlyuchenkova A,Azarenka V,winner,0.4829,2.51,0.212,0.0351,15.0,1,22.65
2021-06-07,2021,WTA,frenchopen,clay,4th Round,Sakkari M,Kenin S,loser,0.5126,2.73,0.3993,0.0577,15.0,0,-15.0
2021-06-07,2021,WTA,frenchopen,clay,4th Round,Gauff C,Jabeur O,loser,0.4937,2.46,0.2144,0.0367,15.0,0,-15.0
2021-06-07,2021,WTA,frenchopen,clay,4th Round,Krejcikova B,Stephens S,loser,0.4236,2.78,0.1777,0.025,13.69,0,-13.69
2021-06-08,2021,ATP,frenchopen,clay,Quarterfinals,Tsitsipas S,Medvedev D,winner,0.7245,1.54,0.1158,0.0536,10.04,1,5.42
2021-06-08,2021,WTA,frenchopen,clay,Quarterfinals,Zidansek T,Badosa P,winner,0.3615,3.65,0.3194,0.0301,15.0,1,39.75
2021-06-08,2021,WTA,frenchopen,clay,Quarterfinals,Pavlyuchenkova A,Rybakina E,winner,0.4785,2.51,0.2009,0.0333,15.0,1,22.65
2021-06-09,2021,WTA,frenchopen,clay,Quarterfinals,Krejcikova B,Gauff C,winner,0.5318,2.1,0.1167,0.0265,10.1,1,11.11
2021-06-10,2021,WTA,frenchopen,clay,Semifinals,Pavlyuchenkova A,Zidansek T,loser,0.4612,2.82,0.3005,0.0413,15.0,0,-15.0
2021-06-11,2021,ATP,frenchopen,clay,Semifinals,Tsitsipas S,Zverev A,loser,0.4182,3.06,0.2796,0.0339,15.0,0,-15.0
2021-06-12,2021,WTA,frenchopen,clay,The Final,Krejcikova B,Pavlyuchenkova A,winner,0.5708,1.85,0.056,0.0165,6.53,1,5.55
2021-06-28,2021,WTA,wimbledon,grass,1st Round,Collins D,Hercog P,loser,0.4688,2.7,0.2656,0.0391,15.0,0,-15.0
2021-06-28,2021,WTA,wimbledon,grass,1st Round,Golubic V,Kudermetova V,winner,0.4547,2.38,0.0822,0.0149,8.07,1,11.14
2021-06-28,2021,ATP,wimbledon,grass,1st Round,Koepfer D,Opelka R,winner,0.4709,2.5,0.1773,0.0295,13.66,1,20.5
2021-06-28,2021,ATP,wimbledon,grass,1st Round,Khachanov K,Mcdonald M,loser,0.4698,2.55,0.1981,0.032,14.89,0,-14.89
2021-06-28,2021,ATP,wimbledon,grass,1st Round,Murray A,Basilashvili N,winner,0.5026,2.06,0.0353,0.0083,5.31,1,5.63
2021-06-28,2021,ATP,wimbledon,grass,1st Round,Vesely J,Hanfmann Y,loser,0.4982,2.75,0.3702,0.0529,15.0,0,-15.0
2021-06-28,2021,ATP,wimbledon,grass,1st Round,Kudla D,Davidovich Fokina A,loser,0.5672,1.91,0.0834,0.0229,8.14,0,-8.14
2021-06-29,2021,ATP,wimbledon,grass,1st Round,Otte O,Rinderknech A,winner,0.4977,2.53,0.2592,0.0424,15.0,1,22.95
2021-06-29,2021,ATP,wimbledon,grass,1st Round,Sandgren T,Gombos N,loser,0.4597,2.53,0.1629,0.0266,12.82,0,-12.82
2021-06-29,2021,ATP,wimbledon,grass,1st Round,Djere L,Cuevas P,winner,0.4521,2.6,0.1756,0.0274,13.56,1,21.7
2021-06-29,2021,ATP,wimbledon,grass,1st Round,Hurkacz H,Musetti L,loser,0.4484,3.0,0.3452,0.0432,15.0,0,-15.0
2021-06-29,2021,ATP,wimbledon,grass,1st Round,Korda S,De Minaur A,winner,0.4464,2.66,0.1873,0.0282,14.26,1,23.66
2021-06-29,2021,ATP,wimbledon,grass,1st Round,Lajovic D,Simon G,winner,0.4816,2.51,0.2089,0.0346,15.0,1,22.65
2021-06-29,2021,ATP,wimbledon,grass,1st Round,Bolt A,Krajinovic F,loser,0.5009,2.42,0.2122,0.0374,15.0,0,-15.0
2021-06-29,2021,WTA,wimbledon,grass,1st Round,Zhu L,Barthel M,winner,0.5005,2.51,0.2562,0.0424,15.0,1,22.65
2021-06-29,2021,WTA,wimbledon,grass,1st Round,Krejcikova B,Tauson C,loser,0.3883,2.7,0.0485,0.0071,6.09,0,-6.09
2021-06-29,2021,WTA,wimbledon,grass,1st Round,Blinkova A,Babos T,loser,0.4951,2.7,0.3368,0.0495,15.0,0,-15.0
2021-06-29,2021,WTA,wimbledon,grass,1st Round,Vesnina E,Trevisan M,loser,0.4971,2.8,0.392,0.0544,15.0,0,-15.0
2021-06-29,2021,WTA,wimbledon,grass,1st Round,Zvonareva V,Bouzkova M,loser,0.5297,2.5,0.3242,0.054,15.0,0,-15.0
2021-06-29,2021,WTA,wimbledon,grass,1st Round,Liu C,Doi M,loser,0.4822,2.6,0.2537,0.0396,15.0,0,-15.0
2021-06-29,2021,WTA,wimbledon,grass,1st Round,Williams V,Buzarnescu M,loser,0.5103,2.05,0.0462,0.011,5.95,0,-5.95
2021-06-29,2021,WTA,wimbledon,grass,1st Round,Vekic D,Potapova A,loser,0.4937,2.38,0.1749,0.0317,13.52,0,-13.52
2021-06-29,2021,WTA,wimbledon,grass,1st Round,Brengle M,Mchale C,winner,0.5805,1.83,0.0623,0.0188,6.9,1,5.72
2021-06-30,2021,WTA,wimbledon,grass,1st Round,Linette M,Anisimova A,winner,0.4769,2.91,0.3879,0.0508,15.0,1,28.65
2021-06-30,2021,ATP,wimbledon,grass,1st Round,Thompson J,Ruud C,winner,0.4253,2.8,0.1909,0.0265,14.47,1,26.04
2021-06-30,2021,ATP,wimbledon,grass,1st Round,Bedene A,Moutet C,loser,0.5572,2.11,0.1757,0.0396,13.57,0,-13.57
2021-06-30,2021,ATP,wimbledon,grass,1st Round,Van De Zandschulp B,Barrere G,winner,0.5127,2.7,0.3844,0.0565,15.0,1,25.5
2021-06-30,2021,ATP,wimbledon,grass,1st Round,Chardy J,Karatsev A,loser,0.5886,1.81,0.0654,0.0202,7.08,0,-7.08
2021-06-30,2021,ATP,wimbledon,grass,1st Round,Giron M,Ruusuvuori E,loser,0.4822,2.47,0.1911,0.0325,14.47,0,-14.47
2021-06-30,2021,ATP,wimbledon,grass,1st Round,Querrey S,Carreno Busta P,loser,0.4832,2.48,0.1984,0.0335,14.91,0,-14.91
2021-06-30,2021,ATP,wimbledon,grass,1st Round,Duckworth J,Albot R,loser,0.468,2.68,0.2542,0.0378,15.0,0,-15.0
2021-06-30,2021,ATP,wimbledon,grass,1st Round,Nishikori K,Popyrin A,loser,0.3839,3.11,0.1938,0.023,14.64,0,-14.64
2021-06-30,2021,WTA,wimbledon,grass,1st Round,Vondrousova M,Kontaveit A,winner,0.4009,2.97,0.1907,0.0242,14.45,1,28.47
2021-06-30,2021,WTA,wimbledon,grass,1st Round,Tomljanovic A,Minnen G,loser,0.474,2.63,0.2467,0.0378,15.0,0,-15.0
