date,year,tour,tournament,surface,round,winner,loser,side,model_prob,b365_odds,ev,kelly_f,stake,won,pnl
2025-08-24,2025,WTA,usopen,hard,1st Round,Kessler M,Linette M,loser,0.505,2.63,0.328,0.0503,15.0,0,-15.0
2025-08-24,2025,WTA,usopen,hard,1st Round,Kudermetova P,Parrizas Diaz N,loser,0.468,2.35,0.0998,0.0185,9.11,0,-9.11
2025-08-24,2025,WTA,usopen,hard,1st Round,Eala A,Tauson C,loser,0.7576,1.4,0.0606,0.0379,6.8,0,-6.8
2025-08-24,2025,ATP,usopen,hard,1st Round,Giron M,Navone M,winner,0.5641,2.1,0.1847,0.042,14.1,1,15.51
2025-08-25,2025,ATP,usopen,hard,1st Round,Wong C,Kovacevic A,winner,0.5602,2.25,0.2606,0.0521,15.0,1,18.75
2025-08-25,2025,ATP,usopen,hard,1st Round,Bellucci M,Shang J,loser,0.5412,2.28,0.2339,0.0457,15.0,0,-15.0
2025-08-25,2025,ATP,usopen,hard,1st Round,Comesana F,Michelsen A,winner,0.3626,3.75,0.3599,0.0327,15.0,1,41.25
2025-08-25,2025,ATP,usopen,hard,1st Round,Fonseca J,Kecmanovic M,loser,0.4387,2.6,0.1405,0.022,11.5,0,-11.5
2025-08-25,2025,ATP,usopen,hard,1st Round,Norrie C,Korda S,loser,0.6454,1.6,0.0326,0.0136,5.15,0,-5.15
2025-08-25,2025,ATP,usopen,hard,1st Round,Walton A,Humbert U,loser,0.7404,1.47,0.0884,0.047,8.44,0,-8.44
2025-08-25,2025,ATP,usopen,hard,1st Round,Harris L,Baez S,loser,0.4351,2.6,0.1313,0.0205,10.96,0,-10.96
2025-08-25,2025,WTA,usopen,hard,1st Round,Pavlyuchenkova A,Yastremska D,winner,0.5038,2.4,0.2092,0.0374,15.0,1,21.0
2025-08-25,2025,WTA,usopen,hard,1st Round,Putintseva Y,Cocciaretto E,winner,0.6018,2.28,0.372,0.0727,15.0,1,19.2
2025-08-25,2025,WTA,usopen,hard,1st Round,Rakhimova K,Garcia C,loser,0.6332,2.1,0.3298,0.075,15.0,0,-15.0
2025-08-25,2025,ATP,usopen,hard,1st Round,Boyer T,Duckworth J,winner,0.5637,2.1,0.1838,0.0418,14.04,1,15.45
2025-08-26,2025,WTA,usopen,hard,1st Round,Lys E,Jones F,winner,0.6048,1.8,0.0887,0.0277,8.45,1,6.76
2025-08-26,2025,ATP,usopen,hard,1st Round,Schoolkate T,Sonego L,winner,0.4068,3.4,0.383,0.0399,15.0,1,36.0
2025-08-26,2025,WTA,usopen,hard,1st Round,Cristian J,Collins D,winner,0.3847,3.25,0.2504,0.0278,15.0,1,33.75
2025-08-26,2025,WTA,usopen,hard,1st Round,Golubic V,Boisson L,loser,0.5872,2.25,0.3211,0.0642,15.0,0,-15.0
2025-08-26,2025,ATP,usopen,hard,1st Round,Safiullin R,Monfils G,loser,0.6786,1.92,0.3028,0.0823,15.0,0,-15.0
2025-08-26,2025,WTA,usopen,hard,1st Round,Haddad Maia B,Kartal S,winner,0.5653,2.04,0.1532,0.0368,12.24,1,12.73
2025-08-26,2025,ATP,usopen,hard,1st Round,Cerundolo F,Arnaldi M,winner,0.6292,1.82,0.1451,0.0442,11.77,1,9.65
2025-08-26,2025,ATP,usopen,hard,1st Round,Bublik A,Cilic M,loser,0.4798,2.8,0.3433,0.0477,15.0,0,-15.0
2025-08-26,2025,ATP,usopen,hard,1st Round,Riedi L,Martinez P,loser,0.5029,2.41,0.2121,0.0376,15.0,0,-15.0
2025-08-26,2025,WTA,usopen,hard,1st Round,Cirstea S,Sierra S,loser,0.3558,3.75,0.3343,0.0304,15.0,0,-15.0
2025-08-27,2025,ATP,usopen,hard,2nd Round,Darderi L,Spizzirri E,loser,0.5409,2.4,0.2981,0.0532,15.0,0,-15.0
2025-08-27,2025,ATP,usopen,hard,1st Round,Fearnley J,Bautista Agut R,winner,0.4734,2.3,0.0888,0.0171,8.46,1,11.0
2025-08-27,2025,WTA,usopen,hard,2nd Round,Azarenka V,Pavlyuchenkova A,winner,0.4702,2.38,0.1191,0.0216,10.24,1,14.14
2025-08-27,2025,WTA,usopen,hard,2nd Round,Bucsa C,Eala A,winner,0.5024,2.6,0.3063,0.0479,15.0,1,24.0
2025-08-27,2025,WTA,usopen,hard,2nd Round,Townsend T,Ostapenko J,loser,0.5439,2.1,0.1422,0.0323,11.6,0,-11.6
2025-08-27,2025,ATP,usopen,hard,2nd Round,Machac T,Fonseca J,winner,0.5402,2.05,0.1074,0.0256,9.55,1,10.03
2025-08-27,2025,ATP,usopen,hard,2nd Round,Norrie C,Comesana F,loser,0.4258,2.63,0.1198,0.0184,10.28,0,-10.28
2025-08-28,2025,WTA,usopen,hard,2nd Round,Noskova L,Lys E,loser,0.4173,2.9,0.2102,0.0277,15.0,0,-15.0
2025-08-28,2025,WTA,usopen,hard,2nd Round,Haddad Maia B,Golubic V,winner,0.5914,1.78,0.0527,0.0169,6.34,1,4.94
2025-08-28,2025,WTA,usopen,hard,2nd Round,Frech M,Stearns P,winner,0.4848,2.66,0.2896,0.0436,15.0,1,24.9
2025-08-28,2025,WTA,usopen,hard,2nd Round,Siegemund L,Zakharova A,loser,0.4418,2.55,0.1267,0.0204,10.69,0,-10.69
2025-08-28,2025,WTA,usopen,hard,2nd Round,Muchova K,Cirstea S,winner,0.6137,1.91,0.1722,0.0473,13.36,1,12.16
2025-08-28,2025,WTA,usopen,hard,2nd Round,Parry D,Zarazua R,winner,0.5586,1.96,0.0948,0.0247,8.81,1,8.46
2025-08-28,2025,WTA,usopen,hard,2nd Round,Cristian J,Krueger A,winner,0.4689,2.3,0.0785,0.0151,7.85,1,10.21
2025-08-28,2025,WTA,usopen,hard,2nd Round,Kasatkina D,Rakhimova K,winner,0.7102,1.48,0.0511,0.0266,6.24,1,3.0
2025-08-28,2025,ATP,usopen,hard,2nd Round,Munar J,Diallo G,loser,0.5589,1.98,0.1067,0.0272,9.51,0,-9.51
2025-08-28,2025,ATP,usopen,hard,2nd Round,Riedi L,Cerundolo F,loser,0.7343,1.5,0.1014,0.0507,9.2,0,-9.2
2025-08-28,2025,ATP,usopen,hard,2nd Round,Cobolli F,Brooksby J,loser,0.5528,2.4,0.3267,0.0583,15.0,0,-15.0
2025-08-29,2025,ATP,usopen,hard,3rd Round,Rinderknech A,Bonzi B,loser,0.5345,1.95,0.0423,0.0111,5.72,0,-5.72
2025-08-29,2025,WTA,usopen,hard,3rd Round,Vondrousova M,Paolini J,loser,0.6227,1.95,0.2142,0.0564,15.0,0,-15.0
2025-08-30,2025,WTA,usopen,hard,3rd Round,Muchova K,Noskova L,winner,0.6189,1.91,0.1822,0.05,13.95,1,12.69
2025-08-30,2025,ATP,usopen,hard,3rd Round,Musetti L,Cobolli F,loser,0.4107,3.25,0.3347,0.0372,15.0,0,-15.0
2025-08-31,2025,ATP,usopen,hard,4th Round,Lehecka J,Mannarino A,loser,0.3777,3.4,0.2842,0.0296,15.0,0,-15.0
2025-08-31,2025,WTA,usopen,hard,4th Round,Krejcikova B,Townsend T,winner,0.6525,1.75,0.1419,0.0473,11.58,1,8.69
2025-08-31,2025,WTA,usopen,hard,3rd Round,Haddad Maia B,Sakkari M,winner,0.4677,2.45,0.1459,0.0252,11.82,1,17.14
2025-09-01,2025,ATP,usopen,hard,4th Round,Musetti L,Munar J,loser,0.3917,2.9,0.1358,0.0179,11.22,0,-11.22
2025-09-01,2025,WTA,usopen,hard,4th Round,Vondrousova M,Rybakina E,winner,0.3529,3.2,0.1293,0.0147,10.84,1,23.85
2025-09-01,2025,WTA,usopen,hard,4th Round,Osaka N,Gauff C,loser,0.64,1.78,0.1393,0.0446,11.43,0,-11.43
2025-09-02,2025,ATP,usopen,hard,4th Round,Sinner J,Bublik A,winner,0.9477,1.12,0.0614,0.1279,6.85,1,0.82
2025-09-03,2025,ATP,usopen,hard,Quarterfinals,Djokovic N,Fritz T,loser,0.4108,2.88,0.1831,0.0244,14.01,0,-14.01
2025-09-03,2025,WTA,usopen,hard,Quarterfinals,Sabalenka A,Vondrousova M,winner,0.8162,1.35,0.1018,0.0727,9.23,1,3.23
2025-09-05,2025,WTA,usopen,hard,Semifinals,Anisimova A,Osaka N,loser,0.5134,2.1,0.0781,0.0177,7.83,0,-7.83
2025-09-06,2025,WTA,usopen,hard,The Final,Sabalenka A,Anisimova A,winner,0.7506,1.62,0.216,0.0871,15.0,1,9.3
2025-09-07,2025,ATP,usopen,hard,The Final,Alcaraz C,Sinner J,loser,0.6258,1.83,0.1453,0.0438,11.78,0,-11.78
