season,date,home_team,away_team,y,dc_p_away,dc_p_draw,dc_p_home,elo_p_away,elo_p_draw,elo_p_home,ps_open_home,ps_open_draw,ps_open_away,ps_close_home,ps_close_draw,ps_close_away
2425,2024-12-14,St Pauli,Werder Bremen,0,0.297,0.253,0.45,0.3413761084391317,0.21508183883243742,0.44354205272843095,2.69,3.36,2.75,3.0,3.19,2.63
2425,2024-12-14,Union Berlin,Bochum,0,0.18723482984667422,0.26368128935144236,0.5490838808018835,0.1774989241364077,0.07768953932317091,0.7448115365404214,1.6,4.01,6.13,1.67,3.93,5.68
2425,2024-12-15,Dortmund,Hoffenheim,1,0.13889700563060176,0.173717117356601,0.6873858770127973,0.1517219576068028,0.06488101092215079,0.7833970314710463,1.45,5.13,6.46,1.36,5.51,8.55
2425,2024-12-15,Heidenheim,Stuttgart,0,0.3456978867174815,0.2745329469561855,0.37976916632633306,0.5338469415960455,0.1644657700753729,0.3016872883285816,4.27,3.93,1.83,4.72,4.07,1.75
2425,2024-12-15,RB Leipzig,Ein Frankfurt,2,0.14754857242881558,0.21928459538144174,0.6331668321897427,0.2516859565755224,0.12237289827934075,0.6259411451451369,2.11,3.92,3.29,2.3,3.76,3.06
2425,2024-12-20,Bayern Munich,RB Leipzig,2,0.22580702316847945,0.22759029987239254,0.5466026769591281,0.23311740264664924,0.10975773811902724,0.6571248592343235,1.21,7.48,13.15,1.22,7.36,12.59
2425,2024-12-21,Ein Frankfurt,Mainz,0,0.23221070953135375,0.2717032083926708,0.4960860820759755,0.25057477952840473,0.12158277797565284,0.6278424424959423,1.85,4.02,4.05,2.1,3.6,3.63
2425,2024-12-21,Hoffenheim,M'gladbach,0,0.2794171437706524,0.22967520542029218,0.4909076508090555,0.3194411217383532,0.184088581492144,0.4964702967695029,2.4,3.66,2.91,2.3,3.63,3.14
2425,2024-12-21,Kiel,Augsburg,2,0.297,0.253,0.45,0.34888767268895754,0.2286606949252937,0.42245163238574873,3.17,3.25,2.44,3.59,3.36,2.21
2425,2024-12-21,Leverkusen,Freiburg,2,0.12417592789663974,0.20711224431379396,0.6687118277895664,0.11388868470401381,0.05,0.8361113152959861,1.37,5.33,8.23,1.39,5.32,8.17
2425,2024-12-21,Stuttgart,St Pauli,0,0.297,0.253,0.45,0.13000926945426414,0.05480942521166069,0.8151813053340752,1.47,4.73,6.93,1.46,4.77,7.33
2425,2024-12-21,Werder Bremen,Union Berlin,2,0.2893751307246594,0.30056542882678655,0.410059440448554,0.24662666705357641,0.11881376015086739,0.6345595727955562,2.11,3.38,3.78,2.33,3.25,3.43
2425,2024-12-22,Bochum,Heidenheim,2,0.4195853346232994,0.27155528070952056,0.3088593846671801,0.35325682316353085,0.23772659222010947,0.40901658461635965,2.35,3.55,3.07,2.11,3.47,3.74
2425,2024-12-22,Wolfsburg,Dortmund,0,0.47530594152700356,0.2560861890096703,0.2686078694633261,0.4167137658061772,0.232491312650876,0.35079492154294684,3.09,3.65,2.29,3.35,3.76,2.15
2425,2025-01-10,Dortmund,Leverkusen,0,0.3155787666171749,0.2522483311824927,0.43217290220033244,0.4049556069755708,0.24053454750757958,0.35450984551684966,2.92,3.6,2.43,3.88,3.82,1.96
2425,2025-01-11,Freiburg,Kiel,2,0.297,0.253,0.45,0.18228873316056524,0.08018944192227014,0.7375218249171646,1.4,5.21,7.67,1.46,5.04,6.73
2425,2025-01-11,Heidenheim,Union Berlin,2,0.2568162919746876,0.2932991293231441,0.44988457870216836,0.32456978412228066,0.19050793690471,0.4849222789730093,3.24,3.29,2.38,3.25,3.46,2.32
2425,2025-01-11,Hoffenheim,Wolfsburg,0,0.27736674878813805,0.25594453916761295,0.466688712044249,0.33173821592969804,0.20022858800702886,0.46803319606327304,2.44,3.45,3.0,2.36,3.48,3.15
2425,2025-01-11,M'gladbach,Bayern Munich,0,0.6119241440805464,0.19723476223283407,0.19084109368661953,0.6229182969655891,0.12363494785346442,0.25344675518094645,7.2,5.47,1.4,8.68,5.86,1.34
2425,2025-01-11,Mainz,Bochum,2,0.18818610734940225,0.25208718235542943,0.5597267102951684,0.1415966412232879,0.06011171166761347,0.7982916471090987,1.57,4.38,5.81,1.68,3.97,5.47
2425,2025-01-11,St Pauli,Ein Frankfurt,0,0.297,0.253,0.45,0.4295335785694305,0.2240149138767069,0.34645150755386267,3.8,3.4,2.1,3.58,3.43,2.18
2425,2025-01-12,Augsburg,Stuttgart,0,0.41988792856590346,0.2750513466119262,0.3050607248221704,0.5588557432423621,0.1522266511412689,0.28891760561636903,3.76,3.71,2.0,4.15,3.69,1.93
2425,2025-01-12,RB Leipzig,Werder Bremen,2,0.10759948117949585,0.19262286467688364,0.6997776541436206,0.18617563396217407,0.08224884173369841,0.7315755243041275,1.76,4.18,4.34,1.91,3.85,4.06
